category,name,description,endpoint,docs_link,,,,,,,,,,,,,,,,,,,,
derivatives,futures_liquidated_volume_long_sum,Total long liquidation vol,/v1/metrics/derivatives/futures_liquidated_volume_long_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_liquidated_volume_long_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_liquidated_volume_short_mean,Mean short liquidation vol,/v1/metrics/derivatives/futures_liquidated_volume_short_mean,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_liquidated_volume_short_mean,,,,,,,,,,,,,,,,,,,,
derivatives,futures_liquidated_volume_short_sum,Total short liq volume,/v1/metrics/derivatives/futures_liquidated_volume_short_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_liquidated_volume_short_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_liquidations_mcap_ratio,Liquidations/mcap ratio,/v1/metrics/derivatives/futures_liquidations_mcap_ratio,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_liquidations_mcap_ratio,,,,,,,,,,,,,,,,,,,,
derivatives,futures_liquidations_open_interest_ratio,Liquidations/OI ratio,/v1/metrics/derivatives/futures_liquidations_open_interest_ratio,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_liquidations_open_interest_ratio,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_cash_margin_perpetual_sum,Perp OI cash margin,/v1/metrics/derivatives/futures_open_interest_cash_margin_perpetual_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_cash_margin_perpetual_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_cash_margin_sum,OI cash margin sum,/v1/metrics/derivatives/futures_open_interest_cash_margin_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_cash_margin_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_crypto_margin_perpetual_sum,Perp OI crypto margin,/v1/metrics/derivatives/futures_open_interest_crypto_margin_perpetual_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_crypto_margin_perpetual_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_crypto_margin_relative,OI crypto margin %,/v1/metrics/derivatives/futures_open_interest_crypto_margin_relative,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_crypto_margin_relative,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_crypto_margin_relative_perpetual,Perp OI crypto margin %,/v1/metrics/derivatives/futures_open_interest_crypto_margin_relative_perpetual,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_crypto_margin_relative_perpetual,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_crypto_margin_sum,OI crypto margin sum,/v1/metrics/derivatives/futures_open_interest_crypto_margin_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_crypto_margin_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_mcap_ratio,OI/market cap ratio,/v1/metrics/derivatives/futures_open_interest_mcap_ratio,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_mcap_ratio,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_perpetual_sum,Perp open interest,/v1/metrics/derivatives/futures_open_interest_perpetual_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_perpetual_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_perpetual_sum_all,All perp OI,/v1/metrics/derivatives/futures_open_interest_perpetual_sum_all,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_perpetual_sum_all,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_sum,Total futures OI,/v1/metrics/derivatives/futures_open_interest_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_sum_all,All futures OI,/v1/metrics/derivatives/futures_open_interest_sum_all,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_sum_all,,,,,,,,,,,,,,,,,,,,
derivatives,futures_open_interest_volume_ratio,OI/volume ratio,/v1/metrics/derivatives/futures_open_interest_volume_ratio,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_open_interest_volume_ratio,,,,,,,,,,,,,,,,,,,,
derivatives,futures_vd,Futures volume delta,/v1/metrics/derivatives/futures_vd,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_vd,,,,,,,,,,,,,,,,,,,,
derivatives,futures_vd_perpetual,Perp volume delta,/v1/metrics/derivatives/futures_vd_perpetual,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_vd_perpetual,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_buy_daily_perpetual_sum,Perp daily buy volume,/v1/metrics/derivatives/futures_volume_buy_daily_perpetual_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_buy_daily_perpetual_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_buy_daily_sum,Futures daily buy volume,/v1/metrics/derivatives/futures_volume_buy_daily_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_buy_daily_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_buy_perpetual_sum,Perp buy volume,/v1/metrics/derivatives/futures_volume_buy_perpetual_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_buy_perpetual_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_buy_sum,Futures buy volume,/v1/metrics/derivatives/futures_volume_buy_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_buy_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_daily_perpetual_sum,Perp daily volume,/v1/metrics/derivatives/futures_volume_daily_perpetual_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_daily_perpetual_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_daily_perpetual_sum_all,All perp daily volume,/v1/metrics/derivatives/futures_volume_daily_perpetual_sum_all,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_daily_perpetual_sum_all,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_daily_sum,Futures daily volume,/v1/metrics/derivatives/futures_volume_daily_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_daily_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_daily_sum_all,All futures daily volume,/v1/metrics/derivatives/futures_volume_daily_sum_all,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_daily_sum_all,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_mcap_ratio,Volume/mcap ratio,/v1/metrics/derivatives/futures_volume_mcap_ratio,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_mcap_ratio,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_perpetual_sum,Perp volume sum,/v1/metrics/derivatives/futures_volume_perpetual_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_perpetual_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_sell_daily_perpetual_sum,Perp daily sell volume,/v1/metrics/derivatives/futures_volume_sell_daily_perpetual_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_sell_daily_perpetual_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_sell_daily_sum,Futures daily sell volume,/v1/metrics/derivatives/futures_volume_sell_daily_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_sell_daily_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_sell_perpetual_sum,Perp sell volume,/v1/metrics/derivatives/futures_volume_sell_perpetual_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_sell_perpetual_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_sell_sum,Futures sell volume,/v1/metrics/derivatives/futures_volume_sell_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_sell_sum,,,,,,,,,,,,,,,,,,,,
derivatives,futures_volume_sum,Total futures volume,/v1/metrics/derivatives/futures_volume_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-futures_volume_sum,,,,,,,,,,,,,,,,,,,,
derivatives,options_25delta_skew_1_month,25d skew 1M,/v1/metrics/derivatives/options_25delta_skew_1_month,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_25delta_skew_1_month,,,,,,,,,,,,,,,,,,,,
derivatives,options_25delta_skew_1_week,25d skew 1W,/v1/metrics/derivatives/options_25delta_skew_1_week,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_25delta_skew_1_week,,,,,,,,,,,,,,,,,,,,
derivatives,options_25delta_skew_3_months,25d skew 3M,/v1/metrics/derivatives/options_25delta_skew_3_months,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_25delta_skew_3_months,,,,,,,,,,,,,,,,,,,,
derivatives,options_25delta_skew_6_months,25d skew 6M,/v1/metrics/derivatives/options_25delta_skew_6_months,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_25delta_skew_6_months,,,,,,,,,,,,,,,,,,,,
derivatives,options_25delta_skew_all,25d skew all tenors,/v1/metrics/derivatives/options_25delta_skew_all,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_25delta_skew_all,,,,,,,,,,,,,,,,,,,,
derivatives,options_atm_implied_volatility_1_month,ATM IV 1M,/v1/metrics/derivatives/options_atm_implied_volatility_1_month,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_atm_implied_volatility_1_month,,,,,,,,,,,,,,,,,,,,
derivatives,options_atm_implied_volatility_1_week,ATM IV 1W,/v1/metrics/derivatives/options_atm_implied_volatility_1_week,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_atm_implied_volatility_1_week,,,,,,,,,,,,,,,,,,,,
derivatives,options_atm_implied_volatility_3_months,ATM IV 3M,/v1/metrics/derivatives/options_atm_implied_volatility_3_months,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_atm_implied_volatility_3_months,,,,,,,,,,,,,,,,,,,,
derivatives,options_atm_implied_volatility_6_months,ATM IV 6M,/v1/metrics/derivatives/options_atm_implied_volatility_6_months,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_atm_implied_volatility_6_months,,,,,,,,,,,,,,,,,,,,
derivatives,options_atm_implied_volatility_all,ATM IV all tenors,/v1/metrics/derivatives/options_atm_implied_volatility_all,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_atm_implied_volatility_all,,,,,,,,,,,,,,,,,,,,
derivatives,options_implied_volatility_term_structure,IV term structure,/v1/metrics/derivatives/options_implied_volatility_term_structure,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_implied_volatility_term_structure,,,,,,,,,,,,,,,,,,,,
derivatives,options_open_interest_distribution,Options OI distribution,/v1/metrics/derivatives/options_open_interest_distribution,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_open_interest_distribution,,,,,,,,,,,,,,,,,,,,
derivatives,options_open_interest_put_call_ratio,Options OI put/call ratio,/v1/metrics/derivatives/options_open_interest_put_call_ratio,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_open_interest_put_call_ratio,,,,,,,,,,,,,,,,,,,,
derivatives,options_open_interest_sum,Options open interest,/v1/metrics/derivatives/options_open_interest_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_open_interest_sum,,,,,,,,,,,,,,,,,,,,
derivatives,options_volume_daily_sum,Options daily volume,/v1/metrics/derivatives/options_volume_daily_sum,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_volume_daily_sum,,,,,,,,,,,,,,,,,,,,
derivatives,options_volume_put_call_ratio,Options vol put/call,/v1/metrics/derivatives/options_volume_put_call_ratio,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-options_volume_put_call_ratio,,,,,,,,,,,,,,,,,,,,
derivatives,perpetuals_reference_rate,Perp reference rate,/v1/metrics/derivatives/perpetuals_reference_rate,https://docs.glassnode.com/basic-api/endpoints/derivatives#get-v1-metrics-derivatives-perpetuals_reference_rate,,,,,,,,,,,,,,,,,,,,
distribution,balance_bhutan_government,Bhutan govt balance,/v1/metrics/distribution/balance_bhutan_government,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_bhutan_government,,,,,,,,,,,,,,,,,,,,
distribution,balance_bitwise,Bitwise balance,/v1/metrics/distribution/balance_bitwise,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_bitwise,,,,,,,,,,,,,,,,,,,,
distribution,balance_blackrock,BlackRock balance,/v1/metrics/distribution/balance_blackrock,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_blackrock,,,,,,,,,,,,,,,,,,,,
distribution,balance_cashapp,CashApp balance,/v1/metrics/distribution/balance_cashapp,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_cashapp,,,,,,,,,,,,,,,,,,,,
distribution,balance_el_salvador,El Salvador balance,/v1/metrics/distribution/balance_el_salvador,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_el_salvador,,,,,,,,,,,,,,,,,,,,
distribution,balance_exchanges,Exchange balance,/v1/metrics/distribution/balance_exchanges,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_exchanges,,,,,,,,,,,,,,,,,,,,
distribution,balance_exchanges_all,All exchange balances,/v1/metrics/distribution/balance_exchanges_all,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_exchanges_all,,,,,,,,,,,,,,,,,,,,
distribution,balance_exchanges_relative,Exchange balance % supply,/v1/metrics/distribution/balance_exchanges_relative,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_exchanges_relative,,,,,,,,,,,,,,,,,,,,
distribution,balance_franklin_templeton,Franklin Templeton balance,/v1/metrics/distribution/balance_franklin_templeton,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_franklin_templeton,,,,,,,,,,,,,,,,,,,,
distribution,balance_german_government,German govt balance,/v1/metrics/distribution/balance_german_government,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_german_government,,,,,,,,,,,,,,,,,,,,
distribution,balance_grayscale_trust,Grayscale trust balance,/v1/metrics/distribution/balance_grayscale_trust,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_grayscale_trust,,,,,,,,,,,,,,,,,,,,
distribution,balance_luna_foundation_guard,LFG balance,/v1/metrics/distribution/balance_luna_foundation_guard,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_luna_foundation_guard,,,,,,,,,,,,,,,,,,,,
distribution,balance_miners_all,All miners balance,/v1/metrics/distribution/balance_miners_all,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_miners_all,,,,,,,,,,,,,,,,,,,,
distribution,balance_miners_change,Miners balance change,/v1/metrics/distribution/balance_miners_change,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_miners_change,,,,,,,,,,,,,,,,,,,,
distribution,balance_miners_sum,Total miner balance,/v1/metrics/distribution/balance_miners_sum,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_miners_sum,,,,,,,,,,,,,,,,,,,,
distribution,balance_mtgox_trustee,MtGox trustee balance,/v1/metrics/distribution/balance_mtgox_trustee,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_mtgox_trustee,,,,,,,,,,,,,,,,,,,,
distribution,balance_otc_desks,OTC desks balance,/v1/metrics/distribution/balance_otc_desks,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_otc_desks,,,,,,,,,,,,,,,,,,,,
distribution,balance_paypal,PayPal balance,/v1/metrics/distribution/balance_paypal,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_paypal,,,,,,,,,,,,,,,,,,,,
distribution,balance_revolut,Revolut balance,/v1/metrics/distribution/balance_revolut,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_revolut,,,,,,,,,,,,,,,,,,,,
distribution,balance_robinhood,Robinhood balance,/v1/metrics/distribution/balance_robinhood,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_robinhood,,,,,,,,,,,,,,,,,,,,
distribution,balance_tesla,Tesla balance,/v1/metrics/distribution/balance_tesla,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_tesla,,,,,,,,,,,,,,,,,,,,
distribution,balance_tether_treasury,Tether treasury balance,/v1/metrics/distribution/balance_tether_treasury,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_tether_treasury,,,,,,,,,,,,,,,,,,,,
distribution,balance_uk_government,UK govt balance,/v1/metrics/distribution/balance_uk_government,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_uk_government,,,,,,,,,,,,,,,,,,,,
distribution,balance_us_government,US govt balance,/v1/metrics/distribution/balance_us_government,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_us_government,,,,,,,,,,,,,,,,,,,,
distribution,balance_vaneck,VanEck balance,/v1/metrics/distribution/balance_vaneck,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_vaneck,,,,,,,,,,,,,,,,,,,,
distribution,balance_wbtc,WBTC balance,/v1/metrics/distribution/balance_wbtc,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_wbtc,,,,,,,,,,,,,,,,,,,,
distribution,balance_wisdomtree,WisdomTree balance,/v1/metrics/distribution/balance_wisdomtree,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-balance_wisdomtree,,,,,,,,,,,,,,,,,,,,
distribution,exchange_aggregated_reliance_ratio,Exch aggr reliance ratio,/v1/metrics/distribution/exchange_aggregated_reliance_ratio,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-exchange_aggregated_reliance_ratio,,,,,,,,,,,,,,,,,,,,
distribution,exchange_aggregated_reshuffling_ratio,Exch aggr reshuffle ratio,/v1/metrics/distribution/exchange_aggregated_reshuffling_ratio,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-exchange_aggregated_reshuffling_ratio,,,,,,,,,,,,,,,,,,,,
distribution,exchange_net_position_change,Exch net position change,/v1/metrics/distribution/exchange_net_position_change,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-exchange_net_position_change,,,,,,,,,,,,,,,,,,,,
distribution,exchange_reliance_ratio,Exch reliance ratio,/v1/metrics/distribution/exchange_reliance_ratio,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-exchange_reliance_ratio,,,,,,,,,,,,,,,,,,,,
distribution,exchange_reshuffling_ratio,Exch reshuffling ratio,/v1/metrics/distribution/exchange_reshuffling_ratio,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-exchange_reshuffling_ratio,,,,,,,,,,,,,,,,,,,,
distribution,exchange_whales_outflow,Whale outflow from exch,/v1/metrics/distribution/exchange_whales_outflow,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-exchange_whales_outflow,,,,,,,,,,,,,,,,,,,,
distribution,outflows_mtgox_trustee,MtGox trustee outflows,/v1/metrics/distribution/outflows_mtgox_trustee,https://docs.glassnode.com/basic-api/endpoints/distribution#get-v1-metrics-distribution-outflows_mtgox_trustee,,,,,,,,,,,,,,,,,,,,
entities,active_count,Active entities count,/v1/metrics/entities/active_count,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-active_count,,,,,,,,,,,,,,,,,,,,
entities,min_1k_count,Entities w/ >= 1K BTC,/v1/metrics/entities/min_1k_count,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-min_1k_count,,,,,,,,,,,,,,,,,,,,
entities,net_growth_count,Entity net growth,/v1/metrics/entities/net_growth_count,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-net_growth_count,,,,,,,,,,,,,,,,,,,,
entities,new_count,New entities count,/v1/metrics/entities/new_count,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-new_count,,,,,,,,,,,,,,,,,,,,
entities,profit_relative,% entities in profit,/v1/metrics/entities/profit_relative,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-profit_relative,,,,,,,,,,,,,,,,,,,,
entities,receiving_count,Receiving entities,/v1/metrics/entities/receiving_count,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-receiving_count,,,,,,,,,,,,,,,,,,,,
entities,sending_count,Sending entities,/v1/metrics/entities/sending_count,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-sending_count,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_0001_001,Entity supply 0.001-0.01,/v1/metrics/entities/supply_balance_0001_001,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_0001_001,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_001_01,Entity supply 0.01-0.1,/v1/metrics/entities/supply_balance_001_01,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_001_01,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_01_1,Entity supply 0.1-1,/v1/metrics/entities/supply_balance_01_1,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_01_1,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_100_1k,Entity supply 100-1K,/v1/metrics/entities/supply_balance_100_1k,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_100_1k,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_10_100,Entity supply 10-100,/v1/metrics/entities/supply_balance_10_100,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_10_100,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_10k_100k,Entity supply 10K-100K,/v1/metrics/entities/supply_balance_10k_100k,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_10k_100k,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_1_10,Entity supply 1-10,/v1/metrics/entities/supply_balance_1_10,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_1_10,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_1k_10k,Entity supply 1K-10K,/v1/metrics/entities/supply_balance_1k_10k,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_1k_10k,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_less_0001,Entity supply <0.001,/v1/metrics/entities/supply_balance_less_0001,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_less_0001,,,,,,,,,,,,,,,,,,,,
entities,supply_balance_more_100k,Entity supply >100K,/v1/metrics/entities/supply_balance_more_100k,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_balance_more_100k,,,,,,,,,,,,,,,,,,,,
entities,supply_distribution_relative,Entity supply distrib %,/v1/metrics/entities/supply_distribution_relative,https://docs.glassnode.com/basic-api/endpoints/entities#get-v1-metrics-entities-supply_distribution_relative,,,,,,,,,,,,,,,,,,,,
fees,exchanges_mean,Mean exchange fees,/v1/metrics/fees/exchanges_mean,https://docs.glassnode.com/basic-api/endpoints/fees#get-v1-metrics-fees-exchanges_mean,,,,,,,,,,,,,,,,,,,,
fees,exchanges_relative,Relative exchange fees,/v1/metrics/fees/exchanges_relative,https://docs.glassnode.com/basic-api/endpoints/fees#get-v1-metrics-fees-exchanges_relative,,,,,,,,,,,,,,,,,,,,
fees,exchanges_sum,Total exchange fees,/v1/metrics/fees/exchanges_sum,https://docs.glassnode.com/basic-api/endpoints/fees#get-v1-metrics-fees-exchanges_sum,,,,,,,,,,,,,,,,,,,,
fees,fee_ratio_multiple,Fee ratio multiple,/v1/metrics/fees/fee_ratio_multiple,https://docs.glassnode.com/basic-api/endpoints/fees#get-v1-metrics-fees-fee_ratio_multiple,,,,,,,,,,,,,,,,,,,,
fees,volume_mean,Mean fee per tx,/v1/metrics/fees/volume_mean,https://docs.glassnode.com/basic-api/endpoints/fees#get-v1-metrics-fees-volume_mean,,,,,,,,,,,,,,,,,,,,
fees,volume_median,Median fee per tx,/v1/metrics/fees/volume_median,https://docs.glassnode.com/basic-api/endpoints/fees#get-v1-metrics-fees-volume_median,,,,,,,,,,,,,,,,,,,,
fees,volume_sum,Total fees,/v1/metrics/fees/volume_sum,https://docs.glassnode.com/basic-api/endpoints/fees#get-v1-metrics-fees-volume_sum,,,,,,,,,,,,,,,,,,,,
indicators,accumulation_trend_score,Accumulation trend score,/v1/metrics/indicators/accumulation_trend_score,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-accumulation-trend-score,,,,,,,,,,,,,,,,,,,,
indicators,accumulation_trend_score_by_wallet_size,Accum trend score by wallet size,/v1/metrics/indicators/accumulation_trend_score_by_wallet_size,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-accumulation-trend-score-by-wallet-size,,,,,,,,,,,,,,,,,,,,
indicators,asol,Average spent output lifespan,/v1/metrics/indicators/asol,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-asol,,,,,,,,,,,,,,,,,,,,
indicators,asol_account_based,Entity-adjusted ASOL,/v1/metrics/indicators/asol_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-asol-account-based,,,,,,,,,,,,,,,,,,,,
indicators,asol_lth_account_based,Entity-adj ASOL (LTH),/v1/metrics/indicators/asol_lth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-asol-lth-account-based,,,,,,,,,,,,,,,,,,,,
indicators,asol_sth_account_based,Entity-adj ASOL (STH),/v1/metrics/indicators/asol_sth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-asol-sth-account-based,,,,,,,,,,,,,,,,,,,,
