category,name,description,endpoint,docs_link,,,,,,,,,,,,,,,,,,,,
indicators,average_dormancy,Average dormancy,/v1/metrics/indicators/average_dormancy,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-average-dormancy,,,,,,,,,,,,,,,,,,,,
indicators,average_dormancy_supply_adjusted,Supply-adjusted dormancy,/v1/metrics/indicators/average_dormancy_supply_adjusted,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-average-dormancy-supply-adjusted,,,,,,,,,,,,,,,,,,,,
indicators,aviv,AVIV ratio,/v1/metrics/indicators/aviv,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-aviv,,,,,,,,,,,,,,,,,,,,
indicators,balanced_price_usd,Balanced price USD,/v1/metrics/indicators/balanced_price_usd,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-balanced-price-usd,,,,,,,,,,,,,,,,,,,,
indicators,cdd,Coin days destroyed,/v1/metrics/indicators/cdd,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cdd,,,,,,,,,,,,,,,,,,,,
indicators,cdd90_account_based_age_adjusted,Entity-adj 90d CDD age-adj,/v1/metrics/indicators/cdd90_account_based_age_adjusted,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cdd90-account-based-age-adjusted,,,,,,,,,,,,,,,,,,,,
indicators,cdd90_age_adjusted,90d CDD age-adjusted,/v1/metrics/indicators/cdd90_age_adjusted,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cdd90-age-adjusted,,,,,,,,,,,,,,,,,,,,
indicators,cdd_account_based,Entity-adjusted CDD,/v1/metrics/indicators/cdd_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cdd-account-based,,,,,,,,,,,,,,,,,,,,
indicators,cdd_lth_account_based,Entity-adj CDD (LTH),/v1/metrics/indicators/cdd_lth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cdd-lth-account-based,,,,,,,,,,,,,,,,,,,,
indicators,cdd_sth_account_based,Entity-adj CDD (STH),/v1/metrics/indicators/cdd_sth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cdd-sth-account-based,,,,,,,,,,,,,,,,,,,,
indicators,cdd_supply_adjusted,Supply-adjusted CDD,/v1/metrics/indicators/cdd_supply_adjusted,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cdd-supply-adjusted,,,,,,,,,,,,,,,,,,,,
indicators,cdd_supply_adjusted_binary,Binary CDD supply-adjusted,/v1/metrics/indicators/cdd_supply_adjusted_binary,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cdd-supply-adjusted-binary,,,,,,,,,,,,,,,,,,,,
indicators,coin_blocks_created,Coin blocks created,/v1/metrics/indicators/coin_blocks_created,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-coin-blocks-created,,,,,,,,,,,,,,,,,,,,
indicators,coin_blocks_destroyed,Coin blocks destroyed,/v1/metrics/indicators/coin_blocks_destroyed,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-coin-blocks-destroyed,,,,,,,,,,,,,,,,,,,,
indicators,cost_basis_distribution_quantiles,Cost basis distrib quantiles,/v1/metrics/indicators/cost_basis_distribution_quantiles,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cost-basis-distribution-quantiles,,,,,,,,,,,,,,,,,,,,
indicators,cvdd,Cumulative value-days destroyed,/v1/metrics/indicators/cvdd,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cvdd,,,,,,,,,,,,,,,,,,,,
indicators,cyd,Coin years destroyed,/v1/metrics/indicators/cyd,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cyd,,,,,,,,,,,,,,,,,,,,
indicators,cyd_account_based,Entity-adjusted CYD,/v1/metrics/indicators/cyd_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cyd-account-based,,,,,,,,,,,,,,,,,,,,
indicators,cyd_account_based_supply_adjusted,Entity- & supply-adj CYD,/v1/metrics/indicators/cyd_account_based_supply_adjusted,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cyd-account-based-supply-adjusted,,,,,,,,,,,,,,,,,,,,
indicators,cyd_supply_adjusted,Supply-adjusted CYD,/v1/metrics/indicators/cyd_supply_adjusted,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-cyd-supply-adjusted,,,,,,,,,,,,,,,,,,,,
indicators,difficulty_ribbon,Difficulty ribbon,/v1/metrics/indicators/difficulty_ribbon,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-difficulty-ribbon,,,,,,,,,,,,,,,,,,,,
indicators,difficulty_ribbon_compression,Difficulty ribbon compression,/v1/metrics/indicators/difficulty_ribbon_compression,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-difficulty-ribbon-compression,,,,,,,,,,,,,,,,,,,,
indicators,dormancy_account_based,Entity-adjusted dormancy,/v1/metrics/indicators/dormancy_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-dormancy-account-based,,,,,,,,,,,,,,,,,,,,
indicators,dormancy_flow,Dormancy flow,/v1/metrics/indicators/dormancy_flow,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-dormancy-flow,,,,,,,,,,,,,,,,,,,,
indicators,dormancy_lth_account_based,Entity-adj dormancy (LTH),/v1/metrics/indicators/dormancy_lth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-dormancy-lth-account-based,,,,,,,,,,,,,,,,,,,,
indicators,dormancy_sth_account_based,Entity-adj dormancy (STH),/v1/metrics/indicators/dormancy_sth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-dormancy-sth-account-based,,,,,,,,,,,,,,,,,,,,
indicators,fear_greed,Fear & greed index,/v1/metrics/indicators/fear_greed,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-fear-greed,,,,,,,,,,,,,,,,,,,,
indicators,hash_ribbon,Hash ribbon,/v1/metrics/indicators/hash_ribbon,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-hash-ribbon,,,,,,,,,,,,,,,,,,,,
indicators,hodled_lost_coins,Hodled or lost coins,/v1/metrics/indicators/hodled_lost_coins,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-hodled-lost-coins,,,,,,,,,,,,,,,,,,,,
indicators,hodler_net_position_change,Hodler net position change,/v1/metrics/indicators/hodler_net_position_change,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-hodler-net-position-change,,,,,,,,,,,,,,,,,,,,
indicators,investor_capitalization,Investor capitalization,/v1/metrics/indicators/investor_capitalization,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-investor-capitalization,,,,,,,,,,,,,,,,,,,,
indicators,leverage_position_closures,Leverage position closures,/v1/metrics/indicators/leverage_position_closures,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-leverage-position-closures,,,,,,,,,,,,,,,,,,,,
indicators,leverage_position_closures_scaled,Leverage position closures scaled,/v1/metrics/indicators/leverage_position_closures_scaled,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-leverage-position-closures-scaled,,,,,,,,,,,,,,,,,,,,
indicators,leverage_position_openings,Leverage position openings,/v1/metrics/indicators/leverage_position_openings,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-leverage-position-openings,,,,,,,,,,,,,,,,,,,,
indicators,leverage_position_openings_scaled,Leverage position openings scaled,/v1/metrics/indicators/leverage_position_openings_scaled,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-leverage-position-openings-scaled,,,,,,,,,,,,,,,,,,,,
indicators,liveliness,Liveliness,/v1/metrics/indicators/liveliness,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-liveliness,,,,,,,,,,,,,,,,,,,,
indicators,liveliness_account_based,Entity-adjusted liveliness,/v1/metrics/indicators/liveliness_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-liveliness-account-based,,,,,,,,,,,,,,,,,,,,
indicators,msol,Median spent output lifespan,/v1/metrics/indicators/msol,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-msol,,,,,,,,,,,,,,,,,,,,
indicators,msol_account_based,Entity-adjusted MSOL,/v1/metrics/indicators/msol_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-msol-account-based,,,,,,,,,,,,,,,,,,,,
indicators,mvrv_account_based,Entity-adjusted MVRV,/v1/metrics/indicators/mvrv_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-mvrv-account-based,,,,,,,,,,,,,,,,,,,,
indicators,net_realized_profit_loss,Net realized profit/loss,/v1/metrics/indicators/net_realized_profit_loss,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-net-realized-profit-loss,,,,,,,,,,,,,,,,,,,,
indicators,net_unrealized_profit_loss,Net unrealized profit/loss (NUPL),/v1/metrics/indicators/net_unrealized_profit_loss,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-net-unrealized-profit-loss,,,,,,,,,,,,,,,,,,,,
indicators,net_unrealized_profit_loss_account_based,Entity-adj NUPL,/v1/metrics/indicators/net_unrealized_profit_loss_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-net-unrealized-profit-loss-account-based,,,,,,,,,,,,,,,,,,,,
indicators,nupl_less_155,NUPL (< $155 cohort),/v1/metrics/indicators/nupl_less_155,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-nupl-less-155,,,,,,,,,,,,,,,,,,,,
indicators,nupl_less_155_account_based,Entity-adj NUPL (< $155),/v1/metrics/indicators/nupl_less_155_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-nupl-less-155-account-based,,,,,,,,,,,,,,,,,,,,
indicators,nupl_more_155,NUPL (> $155 cohort),/v1/metrics/indicators/nupl_more_155,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-nupl-more-155,,,,,,,,,,,,,,,,,,,,
indicators,nupl_more_155_account_based,Entity-adj NUPL (> $155),/v1/metrics/indicators/nupl_more_155_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-nupl-more-155-account-based,,,,,,,,,,,,,,,,,,,,
indicators,nvt,NVT ratio,/v1/metrics/indicators/nvt,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-nvt,,,,,,,,,,,,,,,,,,,,
indicators,nvt_entity_adjusted,Entity-adjusted NVT,/v1/metrics/indicators/nvt_entity_adjusted,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-nvt-entity-adjusted,,,,,,,,,,,,,,,,,,,,
indicators,nvts,NVT signal,/v1/metrics/indicators/nvts,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-nvts,,,,,,,,,,,,,,,,,,,,
indicators,pi_cycle_top,Pi cycle top indicator,/v1/metrics/indicators/pi_cycle_top,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-pi-cycle-top,,,,,,,,,,,,,,,,,,,,
indicators,power_law,Power law corridor,/v1/metrics/indicators/power_law,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-power-law,,,,,,,,,,,,,,,,,,,,
indicators,puell_multiple,Puell multiple,/v1/metrics/indicators/puell_multiple,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-puell-multiple,,,,,,,,,,,,,,,,,,,,
indicators,rcap_account_based,Realized cap entity-adjusted,/v1/metrics/indicators/rcap_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-rcap-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_loss,Realized loss,/v1/metrics/indicators/realized_loss,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-loss,,,,,,,,,,,,,,,,,,,,
indicators,realized_loss_account_based,Entity-adjusted realized loss,/v1/metrics/indicators/realized_loss_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-loss-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_loss_lth_account_based,Entity-adj realized loss (LTH),/v1/metrics/indicators/realized_loss_lth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-loss-lth-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_loss_lth_to_exchanges_account_based,LTH realized loss to exchanges,/v1/metrics/indicators/realized_loss_lth_to_exchanges_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-loss-lth-to-exchanges-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_loss_sth_account_based,Entity-adj realized loss (STH),/v1/metrics/indicators/realized_loss_sth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-loss-sth-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_loss_sth_to_exchanges_account_based,STH realized loss to exchanges,/v1/metrics/indicators/realized_loss_sth_to_exchanges_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-loss-sth-to-exchanges-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_loss_to_exchanges_account_based,Realized loss to exchanges,/v1/metrics/indicators/realized_loss_to_exchanges_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-loss-to-exchanges-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit,Realized profit,/v1/metrics/indicators/realized_profit,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit_account_based,Entity-adjusted realized profit,/v1/metrics/indicators/realized_profit_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit_loss_lth_sth_relative,Realized PnL LTH/STH relative,/v1/metrics/indicators/realized_profit_loss_lth_sth_relative,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit-loss-lth-sth-relative,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit_loss_lth_sth_to_exchanges_relative,Realized PnL LTH/STH to exch,/v1/metrics/indicators/realized_profit_loss_lth_sth_to_exchanges_relative,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit-loss-lth-sth-to-exchanges-relative,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit_loss_ratio,Realized profit/loss ratio,/v1/metrics/indicators/realized_profit_loss_ratio,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit-loss-ratio,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit_lth_account_based,Entity-adj realized profit (LTH),/v1/metrics/indicators/realized_profit_lth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit-lth-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit_lth_to_exchanges_account_based,LTH realized profit to exchanges,/v1/metrics/indicators/realized_profit_lth_to_exchanges_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit-lth-to-exchanges-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit_sth_account_based,Entity-adj realized profit (STH),/v1/metrics/indicators/realized_profit_sth_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit-sth-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit_sth_to_exchanges_account_based,STH realized profit to exchanges,/v1/metrics/indicators/realized_profit_sth_to_exchanges_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit-sth-to-exchanges-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_profit_to_exchanges_account_based,Realized profit to exchanges,/v1/metrics/indicators/realized_profit_to_exchanges_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profit-to-exchanges-account-based,,,,,,,,,,,,,,,,,,,,
indicators,realized_profits_to_value_ratio,Realized profits to value ratio,/v1/metrics/indicators/realized_profits_to_value_ratio,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-profits-to-value-ratio,,,,,,,,,,,,,,,,,,,,
indicators,realized_supply_density,Realized supply density,/v1/metrics/indicators/realized_supply_density,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-supply-density,,,,,,,,,,,,,,,,,,,,
indicators,realized_supply_density_dynamic,Realized supply density dynamic,/v1/metrics/indicators/realized_supply_density_dynamic,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-supply-density-dynamic,,,,,,,,,,,,,,,,,,,,
indicators,realized_supply_density_less_155,Realized supply dens (< $155),/v1/metrics/indicators/realized_supply_density_less_155,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-supply-density-less-155,,,,,,,,,,,,,,,,,,,,
indicators,realized_supply_density_more_155,Realized supply dens (> $155),/v1/metrics/indicators/realized_supply_density_more_155,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-realized-supply-density-more-155,,,,,,,,,,,,,,,,,,,,
indicators,reserve_risk,Reserve risk,/v1/metrics/indicators/reserve_risk,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-reserve-risk,,,,,,,,,,,,,,,,,,,,
indicators,rhodl_ratio,RHODL ratio,/v1/metrics/indicators/rhodl_ratio,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-rhodl-ratio,,,,,,,,,,,,,,,,,,,,
indicators,seller_exhaustion_constant,Seller exhaustion constant,/v1/metrics/indicators/seller_exhaustion_constant,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-seller-exhaustion-constant,,,,,,,,,,,,,,,,,,,,
indicators,soab,Spent output age bands,/v1/metrics/indicators/soab,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-soab,,,,,,,,,,,,,,,,,,,,
indicators,sol_1d_1w,Spent output lifespan 1d-1w,/v1/metrics/indicators/sol_1d_1w,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-1d-1w,,,,,,,,,,,,,,,,,,,,
indicators,sol_1h,Spent output lifespan < 1h,/v1/metrics/indicators/sol_1h,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-1h,,,,,,,,,,,,,,,,,,,,
indicators,sol_1h_24h,Spent output lifespan 1h-24h,/v1/metrics/indicators/sol_1h_24h,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-1h-24h,,,,,,,,,,,,,,,,,,,,
indicators,sol_1m_3m,Spent output lifespan 1m-3m,/v1/metrics/indicators/sol_1m_3m,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-1m-3m,,,,,,,,,,,,,,,,,,,,
indicators,sol_1w_1m,Spent output lifespan 1w-1m,/v1/metrics/indicators/sol_1w_1m,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-1w-1m,,,,,,,,,,,,,,,,,,,,
indicators,sol_1y_2y,Spent output lifespan 1y-2y,/v1/metrics/indicators/sol_1y_2y,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-1y-2y,,,,,,,,,,,,,,,,,,,,
indicators,sol_2y_3y,Spent output lifespan 2y-3y,/v1/metrics/indicators/sol_2y_3y,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-2y-3y,,,,,,,,,,,,,,,,,,,,
indicators,sol_3m_6m,Spent output lifespan 3m-6m,/v1/metrics/indicators/sol_3m_6m,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-3m-6m,,,,,,,,,,,,,,,,,,,,
indicators,sol_3y_5y,Spent output lifespan 3y-5y,/v1/metrics/indicators/sol_3y_5y,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-3y-5y,,,,,,,,,,,,,,,,,,,,
indicators,sol_5y_7y,Spent output lifespan 5y-7y,/v1/metrics/indicators/sol_5y_7y,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-5y-7y,,,,,,,,,,,,,,,,,,,,
indicators,sol_6m_12m,Spent output lifespan 6m-12m,/v1/metrics/indicators/sol_6m_12m,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-6m-12m,,,,,,,,,,,,,,,,,,,,
indicators,sol_7y_10y,Spent output lifespan 7y-10y,/v1/metrics/indicators/sol_7y_10y,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-7y-10y,,,,,,,,,,,,,,,,,,,,
indicators,sol_more_10y,Spent output lifespan > 10y,/v1/metrics/indicators/sol_more_10y,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sol-more-10y,,,,,,,,,,,,,,,,,,,,
indicators,sopr,Spent output profit ratio,/v1/metrics/indicators/sopr,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sopr,,,,,,,,,,,,,,,,,,,,
indicators,sopr_account_based,Entity-adjusted SOPR,/v1/metrics/indicators/sopr_account_based,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sopr-account-based,,,,,,,,,,,,,,,,,,,,
indicators,sopr_adjusted,Adjusted SOPR (aSOPR),/v1/metrics/indicators/sopr_adjusted,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sopr-adjusted,,,,,,,,,,,,,,,,,,,,
indicators,sopr_less_155,SOPR (< $155 cohort),/v1/metrics/indicators/sopr_less_155,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sopr-less-155,,,,,,,,,,,,,,,,,,,,
indicators,sopr_more_155,SOPR (> $155 cohort),/v1/metrics/indicators/sopr_more_155,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-sopr-more-155,,,,,,,,,,,,,,,,,,,,
indicators,spent_output_price_distribution_ath,Spent output price distrib ATH,/v1/metrics/indicators/spent_output_price_distribution_ath,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-spent-output-price-distribution-ath,,,,,,,,,,,,,,,,,,,,
indicators,spent_output_price_distribution_percent,Spent output price distrib %,/v1/metrics/indicators/spent_output_price_distribution_percent,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-spent-output-price-distribution-percent,,,,,,,,,,,,,,,,,,,,
indicators,spent_outputs_by_date_bands,Spent outputs by date bands,/v1/metrics/indicators/spent_outputs_by_date_bands,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-spent-outputs-by-date-bands,,,,,,,,,,,,,,,,,,,,
indicators,spent_outputs_by_date_bands_relative,Spent outputs by date bands %,/v1/metrics/indicators/spent_outputs_by_date_bands_relative,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-spent-outputs-by-date-bands-relative,,,,,,,,,,,,,,,,,,,,
indicators,spent_supply_distribution_quantiles,Spent supply distrib quantiles,/v1/metrics/indicators/spent_supply_distribution_quantiles,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-spent-supply-distribution-quantiles,,,,,,,,,,,,,,,,,,,,
indicators,spent_volume_by_date_bands,Spent volume by date bands,/v1/metrics/indicators/spent_volume_by_date_bands,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-spent-volume-by-date-bands,,,,,,,,,,,,,,,,,,,,
indicators,spent_volume_by_date_bands_relative,Spent volume by date bands %,/v1/metrics/indicators/spent_volume_by_date_bands_relative,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-spent-volume-by-date-bands-relative,,,,,,,,,,,,,,,,,,,,
indicators,ssr,Stablecoin supply ratio,/v1/metrics/indicators/ssr,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-ssr,,,,,,,,,,,,,,,,,,,,
indicators,ssr_oscillator,SSR oscillator,/v1/metrics/indicators/ssr_oscillator,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-ssr-oscillator,,,,,,,,,,,,,,,,,,,,
indicators,stock_to_flow_deflection,Stock-to-flow deflection,/v1/metrics/indicators/stock_to_flow_deflection,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-stock-to-flow-deflection,,,,,,,,,,,,,,,,,,,,
indicators,stock_to_flow_ratio,Stock-to-flow ratio,/v1/metrics/indicators/stock_to_flow_ratio,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-stock-to-flow-ratio,,,,,,,,,,,,,,,,,,,,
indicators,svab,Spent volume age bands,/v1/metrics/indicators/svab,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-svab,,,,,,,,,,,,,,,,,,,,
indicators,svab_entity_adjusted,Entity-adj spent vol age bands,/v1/metrics/indicators/svab_entity_adjusted,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-svab-entity-adjusted,,,,,,,,,,,,,,,,,,,,
indicators,svl_1d_1w,Spent vol lifespan 1d-1w,/v1/metrics/indicators/svl_1d_1w,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-svl-1d-1w,,,,,,,,,,,,,,,,,,,,
indicators,svl_1h,Spent vol lifespan < 1h,/v1/metrics/indicators/svl_1h,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-svl-1h,,,,,,,,,,,,,,,,,,,,
indicators,svl_1h_24h,Spent vol lifespan 1h-24h,/v1/metrics/indicators/svl_1h_24h,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-svl-1h-24h,,,,,,,,,,,,,,,,,,,,
indicators,svl_1m_3m,Spent vol lifespan 1m-3m,/v1/metrics/indicators/svl_1m_3m,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-svl-1m-3m,,,,,,,,,,,,,,,,,,,,
indicators,svl_1w_1m,Spent vol lifespan 1w-1m,/v1/metrics/indicators/svl_1w_1m,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-svl-1w-1m,,,,,,,,,,,,,,,,,,,,
indicators,svl_1y_2y,Spent vol lifespan 1y-2y,/v1/metrics/indicators/svl_1y_2y,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-svl-1y-2y,,,,,,,,,,,,,,,,,,,,
indicators,svl_2y_3y,Spent vol lifespan 2y-3y,/v1/metrics/indicators/svl_2y_3y,https://docs.glassnode.com/basic-api/endpoints/indicators#get-v1-metrics-indicators-svl-2y-3y,,,,,,,,,,,,,,,,,,,,
